texto,fecha,usuario
"rt @garcimonero: oculto en el techo de sus instalaciones está la razón por la que @bimbomx paga tan poco en su recibo de luz, porque la generan, no reciben subsidio ni roban la luz como los tanasqueños que por orden de lopez se colgaron de un diablito por años y nos pasaron una deuda de 43mmd p. https://t.co/nmbbim1vux",2021-10-18 23:59:46 UTC,EdgarGo38824804
"rt @winston_dunhill: $370.000 al mes, caja de gastos propia y chofer va a tener gabriela cerruti como vocera presidencial??? seguramente se trata de un error.",2021-10-18 23:59:46 UTC,mtcalvi
aunque son especies protegidas y libres están mejor https://t.co/emsw0o6zml,2021-10-18 23:59:46 UTC,anticroak
rt @ananananalong: esa gente que supera a las personas rapidito?? yo quiero ese poder,2021-10-18 23:59:46 UTC,Robertoocg
"en el marco del 1er día del xi congreso de la sociedad internacional de peritos en documentoscopía, capítulo argentina, comparto unas maravillosas y certeras conclusiones de la exposición del experto rodríguez grávalos. https://t.co/fkiuirujw3",2021-10-18 23:59:46 UTC,vale_ceronp
"rt @obsessiontwitch: ven el dia de hoy tengo algo muy muy importante que decirte...

https://t.co/lyxyc5vb1e",2021-10-18 23:59:46 UTC,andreaamiau
rt @ferandalf: tú si vales el cringe q me da ser cursi,2021-10-18 23:59:46 UTC,Antoniopulidm
"@trazospuerkos hahaha si!! de mis primeras fotos por aca, quiero hacer mas fotos con ella pero mas subidas de tono uwu, desaparecimos pero volvimos a encontrarnos 7u7r",2021-10-18 23:59:46 UTC,RebeccaCruzame1
"rt @salvomontalban6: cabrxs, los que están en casa, vean la red 👊",2021-10-18 23:59:46 UTC,Cleppia_PLOP
"@drgiammattei #dondeestaeldinero hdp😡😡
de transparencia no tiene ni un len su gobierno, todos corruptos",2021-10-18 23:59:46 UTC,erwinamil
"@elisaloncon igualdad!!!???
que hipócrita!! 🤣
#convenciontramposa",2021-10-18 23:59:46 UTC,LUISplutarco
"rt @matigarciaat: me gusta gago, necesitábamos un 5. de dt quién viene",2021-10-18 23:59:46 UTC,Facu_Benitezz1
"rt @carlaangola: no publico fotos de saab en su braga naranja desde la cárcel, su melena suelta y mascarilla, porque no es permitido por ley. verán imágenes rodar, pero no está permitido. en las sesiones presenciales no puedes entrar con celular y retratistas hacen el dibujo de los participantes.",2021-10-18 23:59:46 UTC,joselrr71
"rt @mituu05: no son todos iguales, son uno peor que el otro",2021-10-18 23:59:46 UTC,LovatoEstefii
"@alemaglietti aguante maglietti! wanda siempre en escándalos, atrasa 100 y culpa a otra mujer...pobre mujer.",2021-10-18 23:59:46 UTC,desahogandomar1
@eleytricaa jjajaaja,2021-10-18 23:59:46 UTC,PequenaTablante
rt @rey_zulu: firmen por favor para #laverdadprevalecera https://t.co/8zjjjkon5h,2021-10-18 23:59:46 UTC,JoseRafaelbenc2
¡excelente iniciativa! 👏🏾👏🏾 https://t.co/1cstqzppky,2021-10-18 23:59:46 UTC,DLBymayri
"rt @glen_gomez: este es un llamado a @fiscaliadechile @carabdechile y @gobiernodechile para que:
◾ #investiguenmandos responsables de violaciones a los #derechoshumanos
◾avancen en verdad, justicia y reparación para todas las víctimas
◾no dejen espacio para la impunidad",2021-10-18 23:59:46 UTC,vincenzapj1
"para todos los que recuerdan esa gran gesta, héroes que no debía olvidar, no dejen de leer , es sorprendente. https://t.co/mdu28l9qfh",2021-10-18 23:59:46 UTC,halejoca
"rt @0hmyfuck: me preocupa la cantidad de gente que cree genuinamente que podés forrear a cualquiera que no sea familiar o amigo tuyo porque no lo conoces por ende no les debes nada. podridísimos por dentro, a esos sí que les debe ir re bien en la vida",2021-10-18 23:59:45 UTC,martidelb
"@chuotorrealba verdaderamente que hay gente descarada. dejen el miedo, todos van a caer.",2021-10-18 23:59:45 UTC,Consuel32911778
rt @ghitis: la jep es un insulto. https://t.co/jg77ve1e6q,2021-10-18 23:59:45 UTC,FEDERICO1670
"rt @vtolosapaz: la industria naval es estratégica para el desarrollo de nuestro país. 

¡claro que #sí!

después de 35 años el @astilleroars vuelve a trabajar en forma conjunta con la @armada_arg, en el diseño exclusivo de una lancha de instrucción de cadetes llamada “ciudad de ensenada"".
🔽 https://t.co/uysoaclnqe",2021-10-18 23:59:45 UTC,matilbebordagar
rt @24horasrap: regra número 5: https://t.co/lwih7nooz3,2021-10-18 23:59:45 UTC,mayaradrew_
"rt @slazaro13: durante su administración de la maestra alondra méndez betancourt destacaron acciones en materia de salud, obras públicas, caminos, educación, alumbrado, seguridad y deporte, entre otras. #tepexigobiernoprogresista",2021-10-18 23:59:45 UTC,FerZarate823530
ni ustedes creen en sus informes https://t.co/ihjzymmppc,2021-10-18 23:59:45 UTC,GeraldoRezende3
rt @justicastroo: tan cansada de la rutina,2021-10-18 23:59:45 UTC,Mica_gomezz20
rt @richardsandoval: impactante. tremendo trabajo de @amnistiachile https://t.co/qnakgmc1op #estallidosocial #18deoctubre https://t.co/shsontez2u,2021-10-18 23:59:45 UTC,aracely_jacke
rt @yoloaventuras: sopla mocos @nandoaventurero ¿pensaste que mis yolitas y yolotrolls no tendrían la foto guardada? no nos subestimes 🤣 https://t.co/epelvlwfcy,2021-10-18 23:59:45 UTC,Veropino6
"rt @manoloparis_: gustavo petro me acusa de calumniarlo porqué le dije en un trino que no confiamos nuestros ahorros a un tipo que perdió economía en la universidad y me envía mensajes por dm, no le quedó otra que echar para atrás, como sería su gobierno. que ortografía cándidato. penoso! https://t.co/gzr5qtexxp",2021-10-18 23:59:45 UTC,chechimartinez
"rt @marti0515: a mí no me gusta el mate, a mi me encantaaa",2021-10-18 23:59:45 UTC,IntyreValen
"rt @lafrozzzen: pablo alborán: en saturno…  

yo: https://t.co/flripz0ejl",2021-10-18 23:59:45 UTC,LeslyQuijada1
@lafrozzzen un sol mayor básico para una guitarra así...,2021-10-18 23:59:45 UTC,Alfredolucama1
"rt @chica61432746: ♦️grau, asesor económico de boric admite que programa de boric no es pro-crecimiento♦️que habrá reparto y no descarta manotazo a fondos de pensiones♦️  https://t.co/oq9k4ppmtm",2021-10-18 23:59:45 UTC,paujase
"rt @amvs1970: vengo de una familia extremadamente pobre, muchas veces nos falto para comer y también use zapatos regalados y rotos. hoy gracias a dios a mis 2 hijos nunca le ha faltado nada.
este es el pais que quiero, donde se premia el esfuerzo. voy por jak y no tengo nada de facho.",2021-10-18 23:59:45 UTC,Cris62063106
"rt @trinituits: hoy en los análisis simplistas: queda la cagá por lo tanto, les regalan votos a kast. 
🥴",2021-10-18 23:59:45 UTC,Pagalamoya
"a veces me despierto y simplemente me cae mal todo el mundo, pero sigue sin caerme mal él, aprovéchame que me tienes donde es",2021-10-18 23:59:45 UTC,andrecrc15
ya se vinieron a webear acá por la chucha 😓😓😓🤗,2021-10-18 23:59:45 UTC,karijinri
no me pidas darte clases de poner condones. https://t.co/rk5ndpozlo,2021-10-18 23:59:45 UTC,flawlessdeacon
@treeviil quieres ver a tus matachines @gloriatrevi,2021-10-18 23:59:45 UTC,Johnnyr1515
finalmente casa limpa 🙌🏼🙌🏼🙌🏼,2021-10-18 23:59:45 UTC,Fa_pimpaoo
@madancop @rey_de_compras @sebasnarvaezm para ingresar a salas de abordaje es necesario mostrar el bording pass a seguridad aeroportuaria. para abordar al avión igualmente se muestra.,2021-10-18 23:59:45 UTC,AlexSoccerM10
"rt @marioseccook: 📣llegó el día! entre todos vamos a inaugurar el centro veterinario municipal💚

👉🏼vení con la familia y las mascotas. presentaremos el nuevo centro veterinario municipal.🐕‍🦺

📅martes 19 - 19hs
📍camino néstor kirchner e/ rivadavia y ex combatientes de malvinas https://t.co/9681s36ud5",2021-10-18 23:59:45 UTC,DiegoGhe
"rt @schvartz_nora: la policía porteña era la encargada de la custodia
la casa rosada responsabilizó al gobierno porteño por no haber custodiado el memorial covid de plaza de mayo - infobae https://t.co/lrnwrwyy7i",2021-10-18 23:59:45 UTC,barci_2010
@pocopelo23 y qué tal por la vía del decreto de @lopezobrador_ que desde hace tres años no se atreve a usar?,2021-10-18 23:59:45 UTC,gabycronholm19
rt @abdielmontoya3: @sinembargomx @macamposr52 la derecha ha de estar rabiosa jajaj,2021-10-18 23:59:45 UTC,humberto250364
"@antofagastamuni buenas noches, cuál es el número de alumbrado público para avisar que desde el viernes está botado un poste en la calle patricia gonzález con collico fuera del unimarc coviefi, los cables están tirados fuera del supermercado y obstruyen el acceso al recinto.",2021-10-18 23:59:45 UTC,70ventu
"@juda50365752 ¡buen día!, con gusto te ayudamos. por favor bríndanos un punto de referencia y tu número de contacto para coordinar con nuestra cuadrilla #cazafugas y solventar lo antes posible. ✅",2021-10-18 23:59:45 UTC,ANDASV
pinche internet claro!!,2021-10-18 23:59:45 UTC,pau_maribel
rt @jai_millo_la: clarito!!! https://t.co/qug1bbawq6,2021-10-18 23:59:45 UTC,Ayleenkwon
@niji_nu jajajajaja es verdsd,2021-10-18 23:59:45 UTC,nejiskere
"rt @thalia: “ahora vivo mi vida, acostada en la arena. el sol me calienta, me pone morena”. ☀️ 

empezando la semana con una actitud positiva, empoderada. preparada para vencer todos los retos. 

bellezas, recuerden que el video lírico de #notevi está disponible ya en mi canal de youtube. https://t.co/gm35ovvh37",2021-10-18 23:59:45 UTC,HDMCardenaDenis
lo mejor de mí🧡 https://t.co/6fvjydmd2p,2021-10-18 23:59:45 UTC,elenaalvaro15
@tevisports_py como te vas a hacer amonestar a los 2 minutos,2021-10-18 23:59:45 UTC,OlimpiaTweets
@idelisss gana de gastar cualto 😂,2021-10-18 23:59:45 UTC,Tha_Heir
"rt @gene_llerena: votantes de borishhh, jadue, etc? quemando vehículos particulares...¿quieres comunismo en el poder? https://t.co/f3yw3pxoyy",2021-10-18 23:59:45 UTC,Juanhvr
"rt @mooniscalling: he frescado 3 horas y lechúgame, dormido como una mira https://t.co/n0s3xbl2qq",2021-10-18 23:59:45 UTC,pabloigea47
"rt @jorgearmasv: alex saab podrá estar secuestrado, pero su conciencia la tiene tranquila, es peor andar ""libre"", pero peor es andar preso de conciencia. 

alex saab ha demostrado y seguirá demostrando su inocencia.

#freealexsaab https://t.co/s1yrpuz6uf",2021-10-18 23:59:45 UTC,RafaelTua13
"rt @btsunike08: — gracias por el apoyo, realmente gracias! 💜

https://t.co/ar8eifh4ul",2021-10-18 23:59:45 UTC,vmiries
@expansiondesexo apúrate gabe https://t.co/g7mfm6y3e5,2021-10-18 23:59:45 UTC,zyphxorr
"rt @cecicalos: @lmarajofsky hoy hablaba con un paciente de esto, del costo de ciertos silencios. y le contaba de la frase de audre lorde ""tu silencio no te protegerá"". y no porque siempre haya que decir algo, sino porque el hablar es muchas veces un acto de autenticidad y valentía que es bueno ejercitar.",2021-10-18 23:59:45 UTC,lmarajofsky
@clinaliciaare doctora disculpe la imprudencia le podría consultar algo,2021-10-18 23:59:45 UTC,DeHaylen
"@casidolape @mcomadreja @animartino estamos viviendo en una pieza q nos dejó un vecino, necesito ayuda x favor $5450 de (3) q qdan. me ayudan por favor. quizás a alguno le parezca poco $100 para mí es mucho. no quiero me mantengan ni soy estafador. está todo en mi tw. el q pueda por favor https://t.co/z8c3ilhwxn",2021-10-18 23:59:45 UTC,Francis18808150
rt @marinangelli_: esta pena que tengo solo me la pueden sacar tus besos,2021-10-18 23:59:45 UTC,aaaluennn
"ctm por eso olía a homosexual, era porque volvieron los de la selección kdhakdjd",2021-10-18 23:59:45 UTC,f_upsis
"todos los saqueos, la violencia etc no hacen más que hacerle el juego a los extremos, pero especialmente a josé",2021-10-18 23:59:45 UTC,PanchoDonosoRui
"rt @epicurodesamos_: por la hacienda guacharacas, propiedad del matarife en los 90, pasa el tubo de ecopetrol. su socio y amigo íntimo, juan guillermo villegas, alias tubo, robaba combustible de allí (guacharacas) para financiar el bloque metro. el matarife dice que, como siempre, nada sabia.

hilo🧵 https://t.co/rq8akkc5b5",2021-10-18 23:59:45 UTC,HugoAEspinosa
"@maluchayallego esta es una perra que muerde la.mano al que le dio de comer, (sábados gigantes), que vive en una comunidad ecologica donde cabe solo ella, no puede entrar el pueblo, al que dice defender tanto. pero la culpa la tiene el.mismo pueblo, que mas encima le dio trabajo por $4.3000.000.",2021-10-18 23:59:45 UTC,Wash79899180
me pierdo en habitaciones vacías,2021-10-18 23:59:45 UTC,perrogrosero
"rt @r_saavedram: ciclistas 🚴‍♂️ plaza dignidad ♥️

#estallidosocial #18deoctubre

https://t.co/8szowlrkp4",2021-10-18 23:59:45 UTC,EB_F13
rt @lugurchenco: traigan a la china suárez y que me separe de las harinas.,2021-10-18 23:59:45 UTC,clonazep4m_
"rt @margaritarepo: las farc y el narcotráfico continúan siendo la peor pesadilla de colombia. 

hay que combatirlas sin vacilaciones.",2021-10-18 23:59:45 UTC,maonicess
ya mucho,2021-10-18 23:59:45 UTC,C0RBYNILY
"rt @udestv: #udesnoticias| víctimas de la masacre de senkata se dirigen a caracollo para reunirse con las victimas de sacaba.

#sacaba  
#lapaz #bolivia #noticias 
#masacre2019 https://t.co/ukple0yjhf",2021-10-18 23:59:45 UTC,NardaAlvarez10
"@darlis_steff esooooo 🥳🥳🥳🥳
es que es imposible no darle mucho pero mucho amor a dagger si son tan 😍🤩
y tú celebra cada que se te antoje, que nosotras festejamos contigo... qué se viene lo bueno ahhhhhhhhh!!!!! emocionada al mil x mil jajajjaa https://t.co/g7c89pskcx",2021-10-18 23:59:45 UTC,ItzelAcosta3
"por favor gente linda les pido que a la hora de votar recuerden todas estas cosas, todo este dolor, todo el dolor que sintieron las familias de las víctimas representadas en cada foto en cada una de esas piedras, prohibido olvidar, usemos el voto con más memoria que nunca https://t.co/qawtd77els",2021-10-18 23:59:45 UTC,hector_turquito
"rt @danteforesi: ya está. @sergiomassa dijo que el gobierno convocará al diálogo tras las elecciones y desde jxc se negaron. bullrich, negri y cornejo ya dijeron que no. ahora, basta de ""consensos"" y a ejercer el poder implacablemente. hagan méritos con el pueblo y no con la oposición destructiva",2021-10-18 23:59:45 UTC,OscarAlmeida64
"rt @hernan_sr: 20:40 y #plazadeladignidad sigue llena, el facherio está con urticaria.
#18deoctubre
#estallidosocial https://t.co/ljwx1mbfmd",2021-10-18 23:59:45 UTC,Brujiss2010
"@thekiwishow2 @luisnande2 claro asi se armaba quilombo y los k llorando represion, son muy boludos los libertarios.",2021-10-18 23:59:45 UTC,Ramones365yf
@jgnaredo me encanta el uso de los tiempos de este chairo 😂😂😂😂😂 todos los de su pelaje son igualitos https://t.co/jtczaecxaw,2021-10-18 23:59:45 UTC,LChayron
"rt @elsurti: hola, acá un amable recordatorio: https://t.co/1hk9hmrvbv https://t.co/waiq7osktr",2021-10-18 23:59:45 UTC,EstebanItaliano
rt @susana__perez: es lunes https://t.co/4pb6jmjiky,2021-10-18 23:59:45 UTC,MicaOrtellado2
"en la vida estoy tipo:
*juegan todos los días*
después de 1 mes recién se preguntan cómo se llaman",2021-10-18 23:59:45 UTC,batiyumi
"rt @alepatricia603: 🚨👇 te lo dicen médicos al servicio de la población, no mercenarios de laboratorios. https://t.co/ysygzkhegc",2021-10-18 23:59:45 UTC,Misa_antonio02
"@cesarga99368176 @prensagrafica hay que hacer un libreto de novela, ""nos separa un abismo"", yo la compro.... un gusto saludarlo, cuídese mucho!!!",2021-10-18 23:59:45 UTC,villarrealeza
@unacervezapues obvio si,2021-10-18 23:59:45 UTC,AldairdelMar
si mi hijo hereda mi carácter q mal la voy a a pasar,2021-10-18 23:59:45 UTC,lopezantoneela
"@danieladavila03 pero lo llevó a un olvido extremo,  así no.",2021-10-18 23:59:45 UTC,andreahenao25
"bueno me voy porque tengo tarea, bye",2021-10-18 23:59:45 UTC,arambulabeauty
"@jzxchns same, me enteré de todo a medias",2021-10-18 23:59:45 UTC,hanjinius_
"rt @puebloexigerd: hay gente que insiste en comparar acta de nacimiento, cédula o pasaporte con la tarjeta de vacunación. ninguno de esos documentos requiere que usted se inyecte una sustancia de la que nadie se hace responsable.",2021-10-18 23:59:45 UTC,xiope1
"los ratas de siempre saqueando y asegurando la navidad , eso pasa por decir en las últimas semanas lo de la inflación, el precio del gas, el agua, la negativa al 4to retiro, el precio de los alimentos que ha subido descaradamente, en fin, no sé quejen si siembran el terror.",2021-10-18 23:59:45 UTC,ale0305
rt @alvarouribevel: financiación venezolana a políticos https://t.co/27kajqcyup,2021-10-18 23:59:45 UTC,PedroLDiazQ1
"rt @mapias15: por favor hagamos viral este llamado de los jóvenes huelguistas de la guajira q están en bogotá, ellos y la gente de la guajira nos necesitan a todos. hagamos q este llamado le llegue @ivanduque desde todos los rincones del país, así los tenga en plena plaza de bolívar https://t.co/oibjpe8nf7",2021-10-18 23:59:45 UTC,mariacardoname1
rt @alecurbe: te ríes un rato con tus amigos y la vida se te reinicia,2021-10-18 23:59:45 UTC,caarlaa_fdez
rt @invictossomos: lo que nos espera el 24 de octubre. domingo de clásicos. https://t.co/fmj6ir1izk,2021-10-18 23:59:45 UTC,andres96_carlos
"@tanitalg es gente que no le molestan los fachos, le molestamos los amarillos, quieren que nos volvamos reaccionarios, no hay que caer nunca en esa trampa simplemente 👊",2021-10-18 23:59:45 UTC,jt_castillo
"rt @carlosoalbornoz: ganadero de pta de piedra edo barinas, pascual d'paola fue asesinado esta mañana en apurito, edo apure. la inf extraoficial es que fue muerto en un vehículo luego de haber sido robado, posterior a la venta de un ganado. sigue la inseguridad y la muerte en el campo vzlano ! https://t.co/zxnamdyoig",2021-10-18 23:59:45 UTC,rafaelpalaciosh
